ID,Income_us,Gender,Age,Employment,Education,F6_importance,F7_importance,F8_importance,F9_importance,F10_importance,F11_importance,F6_functional,F6_dysfunctional,F7_functional,F7_dysfunctional,F8_functional,F8_dysfunctional,F9_functional,F9_dysfunctional,F10_dysfunctional,F10_functional,F11_functional,F11_dysfunctional
ALL1-199,35000_to_49999,male,56,employed_full_time,college_diploma,4,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I can tolerate it,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I dislike it,I expect it,I like it,I dislike it
ALL1-200,prefer_not_to_answer,female,34,other,other,7 - Very important,6,4,6,9 - Extremely important,6,I am neutral,I expect it,I like it,I dislike it,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-201,50000_to_74999,male,20,student_full_time,some_high_school_or_less,4,7 - Very important,6,6,7 - Very important,5 - Important,I expect it,I am neutral,I like it,I dislike it,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I am neutral
ALL1-202,25000_to_34999,female,33,employed_part_time,college_diploma,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-203,50000_to_74999,male,34,employed_full_time,some_high_school_or_less,5 - Important,9 - Extremely important,7 - Very important,9 - Extremely important,9 - Extremely important,7 - Very important,I like it,I am neutral,I like it,I dislike it,I like it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
ALL1-204,50000_to_74999,male,19,student_full_time,some_high_school_or_less,3 - Somewhat important,8,9 - Extremely important,6,9 - Extremely important,9 - Extremely important,I dislike it,I expect it,I like it,I can tolerate it,I like it,I expect it,I expect it,I dislike it,I dislike it,I expect it,I am neutral,I dislike it
ALL1-205,less_than_15,male,20,student_full_time,high_school_or_equivalent,5 - Important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I expect it,I like it,I expect it,I dislike it,I like it,I dislike it,I expect it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-206,35000_to_49999,male,23,employed_part_time,university_undergraduate_degree,2,6,7 - Very important,5 - Important,9 - Extremely important,5 - Important,I am neutral,I am neutral,I like it,I can tolerate it,I like it,I expect it,I like it,I can tolerate it,I dislike it,I like it,I like it,I am neutral
ALL1-207,prefer_not_to_answer,male,21,student_full_time,some_high_school_or_less,7 - Very important,8,8,7 - Very important,9 - Extremely important,9 - Extremely important,I expect it,I am neutral,I expect it,I dislike it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I am neutral,I expect it,I am neutral
ALL1-208,50000_to_74999,male,21,student_full_time,some_high_school_or_less,4,5 - Important,7 - Very important,5 - Important,4,3 - Somewhat important,I am neutral,I am neutral,I expect it,I can tolerate it,I am neutral,I am neutral,I expect it,I am neutral,I am neutral,I can tolerate it,I can tolerate it,I am neutral
ALL1-209,50000_to_74999,female,30,temporarily-unemployed,university_undergraduate_degree,3 - Somewhat important,6,8,7 - Very important,9 - Extremely important,8,I am neutral,I am neutral,I expect it,I dislike it,I expect it,I can tolerate it,I like it,I can tolerate it,I dislike it,I expect it,I expect it,I can tolerate it
ALL1-210,35000_to_49999,female,30,homemaker,college_diploma,2,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,7 - Very important,I can tolerate it,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I can tolerate it
ALL1-211,75000_to_99999,female,37,homemaker,high_school_or_equivalent,5 - Important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I am neutral,I am neutral,I like it,I can tolerate it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I am neutral
ALL1-212,prefer_not_to_answer,male,19,self_employed,high_school_or_equivalent,4,4,4,5 - Important,7 - Very important,6,I expect it,I expect it,I expect it,I dislike it,I expect it,I dislike it,I expect it,I can tolerate it,I dislike it,I expect it,I like it,I dislike it
ALL1-213,75000_to_99999,female,28,employed_full_time,masters_graduate_degree,7 - Very important,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,7 - Very important,I like it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
ALL1-214,35000_to_49999,male,29,employed_full_time,college_diploma,3 - Somewhat important,6,7 - Very important,5 - Important,7 - Very important,7 - Very important,I am neutral,I am neutral,I expect it,I dislike it,I like it,I can tolerate it,I expect it,I can tolerate it,I dislike it,I like it,I expect it,I can tolerate it
ALL1-215,35000_to_49999,female,35,employed_full_time,trade_or_vocational,3 - Somewhat important,7 - Very important,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I dislike it,I dislike it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-216,less_than_15,male,19,student_full_time,some_high_school_or_less,1 - Not at all important,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,I like it,I am neutral,I can tolerate it,I am neutral,I can tolerate it,I am neutral,I dislike it,I can tolerate it,I can tolerate it,I am neutral,I am neutral,I am neutral
ALL1-217,35000_to_49999,female,27,employed_part_time,university_undergraduate_degree,7 - Very important,7 - Very important,9 - Extremely important,5 - Important,9 - Extremely important,6,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-218,50000_to_74999,male,46,employed_part_time,college_diploma,7 - Very important,9 - Extremely important,9 - Extremely important,8,9 - Extremely important,9 - Extremely important,I like it,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I dislike it,I dislike it
ALL1-219,75000_to_99999,male,22,employed_full_time,college_diploma,9 - Extremely important,3 - Somewhat important,4,1 - Not at all important,6,1 - Not at all important,I can tolerate it,I am neutral,I am neutral,I am neutral,I can tolerate it,I like it,I am neutral,I can tolerate it,I like it,I expect it,I am neutral,I can tolerate it
ALL1-220,prefer_not_to_answer,male,23,student_full_time,high_school_or_equivalent,4,6,5 - Important,8,9 - Extremely important,8,I expect it,I am neutral,I expect it,I dislike it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I expect it,I expect it,I can tolerate it
ALL1-221,75000_to_99999,female,21,employed_full_time,masters_graduate_degree,7 - Very important,5 - Important,8,4,9 - Extremely important,5 - Important,I can tolerate it,I like it,I am neutral,I dislike it,I expect it,I can tolerate it,I am neutral,I expect it,I am neutral,I expect it,I can tolerate it,I am neutral
ALL1-222,25000_to_34999,male,28,employed_full_time,university_undergraduate_degree,5 - Important,5 - Important,5 - Important,7 - Very important,7 - Very important,5 - Important,I am neutral,I am neutral,I expect it,I dislike it,I like it,I am neutral,I like it,I dislike it,I am neutral,I am neutral,I am neutral,I am neutral
ALL1-223,prefer_not_to_answer,female,21,temporarily-unemployed,university_undergraduate_degree,7 - Very important,9 - Extremely important,9 - Extremely important,8,8,7 - Very important,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I am neutral,I dislike it,I expect it,I like it,I dislike it
ALL1-224,25000_to_34999,female,35,homemaker,high_school_or_equivalent,5 - Important,7 - Very important,7 - Very important,6,5 - Important,3 - Somewhat important,I like it,I can tolerate it,I expect it,I can tolerate it,I like it,I am neutral,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-225,50000_to_74999,female,21,employed_part_time,high_school_or_equivalent,4,6,9 - Extremely important,6,9 - Extremely important,6,I expect it,I can tolerate it,I am neutral,I am neutral,I am neutral,I expect it,I can tolerate it,I am neutral,I expect it,I am neutral,I am neutral,I can tolerate it
ALL1-226,35000_to_49999,male,29,employed_part_time,university_undergraduate_degree,6,6,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I expect it,I dislike it,I expect it,I dislike it,I like it,I am neutral,I like it,I dislike it,I dislike it,I expect it,I expect it,I expect it
ALL1-227,75000_to_99999,male,30,employed_full_time,masters_graduate_degree,9 - Extremely important,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,8,I like it,I like it,I like it,I expect it,I like it,I expect it,I like it,I like it,I can tolerate it,I expect it,I like it,I expect it
ALL1-228,15000_to_24999,female,21,student_full_time,high_school_or_equivalent,3 - Somewhat important,7 - Very important,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,I dislike it,I expect it,I like it,I can tolerate it,I like it,I am neutral,I expect it,I am neutral,I dislike it,I like it,I expect it,I am neutral
ALL1-229,250000_or_more,male,20,employed_part_time,high_school_or_equivalent,3 - Somewhat important,4,3 - Somewhat important,5 - Important,5 - Important,4,I am neutral,I am neutral,I am neutral,I am neutral,I can tolerate it,I can tolerate it,I am neutral,I expect it,I am neutral,I can tolerate it,I am neutral,I dislike it
ALL1-230,15000_to_24999,male,29,employed_part_time,university_undergraduate_degree,4,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I am neutral,I expect it,I dislike it,I expect it,I dislike it,I expect it,I can tolerate it,I dislike it,I like it,I expect it,I can tolerate it
ALL1-231,50000_to_74999,female,40,self_employed,high_school_or_equivalent,1 - Not at all important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I dislike it,I expect it,I like it,I dislike it
ALL1-232,prefer_not_to_answer,male,23,other,high_school_or_equivalent,8,9 - Extremely important,9 - Extremely important,7 - Very important,7 - Very important,9 - Extremely important,I expect it,I can tolerate it,I expect it,I am neutral,I expect it,I am neutral,I like it,I can tolerate it,I dislike it,I like it,I like it,I am neutral
ALL1-233,15000_to_24999,female,25,employed_part_time,high_school_or_equivalent,7 - Very important,9 - Extremely important,8,6,8,9 - Extremely important,I am neutral,I can tolerate it,I like it,I dislike it,I like it,I can tolerate it,I like it,I expect it,I can tolerate it,I like it,I expect it,I can tolerate it
ALL1-234,35000_to_49999,female,40,employed_full_time,university_undergraduate_degree,2,2,3 - Somewhat important,2,3 - Somewhat important,3 - Somewhat important,I am neutral,I can tolerate it,I expect it,I can tolerate it,I expect it,I am neutral,I can tolerate it,I expect it,I am neutral,I expect it,I am neutral,I am neutral
ALL1-235,25000_to_34999,male,31,employed_full_time,university_undergraduate_degree,7 - Very important,9 - Extremely important,8,8,9 - Extremely important,7 - Very important,I like it,I expect it,I expect it,I can tolerate it,I expect it,I am neutral,I expect it,I can tolerate it,I dislike it,I expect it,I expect it,I am neutral
ALL1-236,prefer_not_to_answer,male,21,student_full_time,some_high_school_or_less,5 - Important,6,5 - Important,4,9 - Extremely important,3 - Somewhat important,I like it,I am neutral,I like it,I dislike it,I like it,I dislike it,I can tolerate it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-237,25000_to_34999,male,43,employed_full_time,college_diploma,5 - Important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I dislike it,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-238,50000_to_74999,male,30,employed_full_time,university_undergraduate_degree,7 - Very important,7 - Very important,9 - Extremely important,7 - Very important,9 - Extremely important,8,I like it,I am neutral,I like it,I dislike it,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I expect it,I expect it,I can tolerate it
ALL1-239,35000_to_49999,female,41,homemaker,high_school_or_equivalent,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-240,50000_to_74999,female,32,student_full_time,high_school_or_equivalent,2,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I expect it,I expect it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I dislike it,I expect it,I expect it,I can tolerate it
ALL1-241,35000_to_49999,female,40,temporarily-unemployed,university_undergraduate_degree,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,9 - Extremely important,I like it,I expect it,I expect it,I expect it,I am neutral,I like it,I like it,I like it,I expect it,I expect it,I like it,I like it
ALL1-242,25000_to_34999,female,42,homemaker,high_school_or_equivalent,9 - Extremely important,9 - Extremely important,9 - Extremely important,8,9 - Extremely important,9 - Extremely important,I like it,I can tolerate it,I expect it,I dislike it,I expect it,I can tolerate it,I like it,I can tolerate it,I dislike it,I expect it,I like it,I dislike it
ALL1-243,75000_to_99999,female,39,employed_full_time,high_school_or_equivalent,5 - Important,8,9 - Extremely important,7 - Very important,9 - Extremely important,8,I like it,I can tolerate it,I expect it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I dislike it,I expect it,I am neutral,I am neutral
ALL1-244,15000_to_24999,female,19,student_full_time,high_school_or_equivalent,2,9 - Extremely important,9 - Extremely important,8,9 - Extremely important,7 - Very important,I am neutral,I expect it,I like it,I can tolerate it,I like it,I dislike it,I like it,I am neutral,I dislike it,I like it,I expect it,I am neutral
ALL1-245,25000_to_34999,male,26,employed_part_time,high_school_or_equivalent,5 - Important,7 - Very important,7 - Very important,5 - Important,8,7 - Very important,I can tolerate it,I am neutral,I can tolerate it,I can tolerate it,I expect it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
ALL1-246,prefer_not_to_answer,female,29,temporarily-unemployed,high_school_or_equivalent,5 - Important,5 - Important,7 - Very important,5 - Important,7 - Very important,5 - Important,I am neutral,I am neutral,I like it,I am neutral,I like it,I am neutral,I am neutral,I am neutral,I expect it,I like it,I like it,I am neutral
ALL1-247,25000_to_34999,female,29,employed_full_time,college_diploma,5 - Important,7 - Very important,7 - Very important,5 - Important,9 - Extremely important,5 - Important,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-248,35000_to_49999,male,48,employed_full_time,masters_graduate_degree,7 - Very important,8,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I like it,I can tolerate it,I like it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I like it,I expect it,I like it,I dislike it
ALL1-249,less_than_15,female,31,employed_part_time,high_school_or_equivalent,7 - Very important,7 - Very important,7 - Very important,6,7 - Very important,7 - Very important,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-250,150000_to_249999,male,21,employed_full_time,doctorate,3 - Somewhat important,6,7 - Very important,5 - Important,6,6,I am neutral,I like it,I expect it,I like it,I am neutral,I expect it,I can tolerate it,I like it,I like it,I expect it,I expect it,I like it
ALL1-251,prefer_not_to_answer,male,41,other,masters_graduate_degree,5 - Important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I am neutral,I am neutral,I dislike it,I like it,I like it,I dislike it
ALL1-252,75000_to_99999,female,20,student_full_time,high_school_or_equivalent,3 - Somewhat important,4,4,3 - Somewhat important,6,3 - Somewhat important,I can tolerate it,I expect it,I like it,I expect it,I expect it,I dislike it,I am neutral,I dislike it,I can tolerate it,I expect it,I am neutral,I can tolerate it
ALL1-253,35000_to_49999,female,22,employed_full_time,masters_graduate_degree,4,5 - Important,5 - Important,6,7 - Very important,6,I like it,I expect it,I am neutral,I expect it,I like it,I am neutral,I like it,I expect it,I like it,I like it,I expect it,I like it
ALL1-254,15000_to_24999,female,47,employed_full_time,trade_or_vocational,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I am neutral,I am neutral,I expect it,I dislike it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I can tolerate it
ALL1-255,35000_to_49999,female,47,employed_full_time,high_school_or_equivalent,1 - Not at all important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-256,15000_to_24999,male,20,student_part_time,some_high_school_or_less,5 - Important,4,7 - Very important,5 - Important,7 - Very important,2,I am neutral,I like it,I like it,I can tolerate it,I like it,I dislike it,I am neutral,I like it,I am neutral,I am neutral,I am neutral,I am neutral
ALL1-257,prefer_not_to_answer,female,20,student_full_time,some_high_school_or_less,3 - Somewhat important,5 - Important,7 - Very important,7 - Very important,7 - Very important,5 - Important,I am neutral,I expect it,I expect it,I like it,I like it,I expect it,I like it,I am neutral,I like it,I like it,I like it,I can tolerate it
ALL1-258,15000_to_24999,female,19,student_part_time,high_school_or_equivalent,5 - Important,9 - Extremely important,9 - Extremely important,8,8,7 - Very important,I can tolerate it,I can tolerate it,I like it,I dislike it,I expect it,I dislike it,I am neutral,I am neutral,I dislike it,I expect it,I am neutral,I am neutral
ALL1-259,35000_to_49999,female,40,employed_full_time,college_diploma,1 - Not at all important,5 - Important,9 - Extremely important,5 - Important,9 - Extremely important,5 - Important,I dislike it,I like it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I expect it
ALL1-260,prefer_not_to_answer,female,23,disability,high_school_or_equivalent,7 - Very important,9 - Extremely important,8,7 - Very important,8,8,I like it,I can tolerate it,I expect it,I dislike it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-261,less_than_15,male,24,student_part_time,some_high_school_or_less,2,7 - Very important,5 - Important,3 - Somewhat important,7 - Very important,3 - Somewhat important,I like it,I expect it,I like it,I can tolerate it,I like it,I can tolerate it,I expect it,I am neutral,I like it,I like it,I expect it,I am neutral
ALL1-262,50000_to_74999,male,31,employed_full_time,college_diploma,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it
ALL1-263,less_than_15,female,39,disability,high_school_or_equivalent,3 - Somewhat important,9 - Extremely important,9 - Extremely important,8,9 - Extremely important,9 - Extremely important,I like it,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I am neutral,I dislike it,I like it,I like it,I dislike it
ALL1-264,prefer_not_to_answer,male,19,student_full_time,high_school_or_equivalent,3 - Somewhat important,5 - Important,7 - Very important,6,7 - Very important,9 - Extremely important,I like it,I dislike it,I expect it,I can tolerate it,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-265,150000_to_249999,male,34,employed_full_time,college_diploma,5 - Important,4,6,5 - Important,3 - Somewhat important,5 - Important,I am neutral,I can tolerate it,I dislike it,I expect it,I am neutral,I expect it,I can tolerate it,I am neutral,I am neutral,I like it,I am neutral,I expect it
ALL1-266,75000_to_99999,female,33,homemaker,high_school_or_equivalent,3 - Somewhat important,8,9 - Extremely important,7 - Very important,9 - Extremely important,8,I am neutral,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I am neutral
ALL1-267,35000_to_49999,female,18,student_full_time,high_school_or_equivalent,6,9 - Extremely important,9 - Extremely important,7 - Very important,9 - Extremely important,9 - Extremely important,I like it,I dislike it,I expect it,I can tolerate it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I expect it,I am neutral,I am neutral
ALL1-268,75000_to_99999,female,31,temporarily-unemployed,masters_graduate_degree,3 - Somewhat important,7 - Very important,7 - Very important,8,9 - Extremely important,8,I expect it,I expect it,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
ALL1-269,15000_to_24999,male,24,employed_full_time,university_undergraduate_degree,9 - Extremely important,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I expect it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I dislike it,I like it,I expect it,I dislike it
ALL1-270,100000_to_149999,female,30,employed_full_time,masters_graduate_degree,5 - Important,7 - Very important,6,7 - Very important,7 - Very important,7 - Very important,I expect it,I like it,I like it,I like it,I like it,I like it,I am neutral,I like it,I expect it,I expect it,I expect it,I like it
ALL1-271,50000_to_74999,female,22,employed_full_time,university_undergraduate_degree,6,9 - Extremely important,9 - Extremely important,8,7 - Very important,9 - Extremely important,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I like it,I can tolerate it,I can tolerate it,I can tolerate it,I am neutral,I am neutral
ALL1-272,25000_to_34999,female,49,employed_full_time,university_undergraduate_degree,4,3 - Somewhat important,6,4,6,5 - Important,I can tolerate it,I expect it,I expect it,I can tolerate it,I like it,I dislike it,I expect it,I am neutral,I dislike it,I like it,I like it,I dislike it
ALL1-273,25000_to_34999,male,20,employed_full_time,high_school_or_equivalent,3 - Somewhat important,5 - Important,9 - Extremely important,7 - Very important,9 - Extremely important,9 - Extremely important,I like it,I am neutral,I expect it,I dislike it,I expect it,I can tolerate it,I expect it,I can tolerate it,I dislike it,I expect it,I expect it,I am neutral
ALL1-274,75000_to_99999,female,26,homemaker,university_undergraduate_degree,5 - Important,9 - Extremely important,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I can tolerate it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I expect it,I am neutral,I am neutral
ALL1-275,35000_to_49999,male,28,employed_full_time,college_diploma,9 - Extremely important,9 - Extremely important,9 - Extremely important,4,9 - Extremely important,6,I am neutral,I expect it,I expect it,I am neutral,I like it,I like it,I am neutral,I dislike it,I can tolerate it,I can tolerate it,I am neutral,I can tolerate it
ALL1-276,100000_to_149999,female,36,employed_full_time,masters_graduate_degree,3 - Somewhat important,7 - Very important,6,5 - Important,7 - Very important,7 - Very important,I am neutral,I expect it,I like it,I dislike it,I like it,I dislike it,I expect it,I can tolerate it,I dislike it,I like it,I expect it,I dislike it
ALL1-277,25000_to_34999,male,19,employed_part_time,high_school_or_equivalent,5 - Important,4,5 - Important,7 - Very important,7 - Very important,4,I can tolerate it,I am neutral,I expect it,I expect it,I can tolerate it,I can tolerate it,I expect it,I dislike it,I am neutral,I am neutral,I can tolerate it,I can tolerate it
ALL1-278,100000_to_149999,male,34,employed_full_time,university_undergraduate_degree,1 - Not at all important,9 - Extremely important,9 - Extremely important,5 - Important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-279,less_than_15,female,32,homemaker,high_school_or_equivalent,7 - Very important,9 - Extremely important,9 - Extremely important,7 - Very important,9 - Extremely important,8,I like it,I expect it,I like it,I expect it,I like it,I expect it,I like it,I expect it,I dislike it,I like it,I like it,I expect it
ALL1-280,75000_to_99999,male,23,employed_full_time,university_undergraduate_degree,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I like it,I like it,I like it,I am neutral,I expect it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
ALL1-281,50000_to_74999,male,26,self_employed,university_undergraduate_degree,7 - Very important,8,6,4,9 - Extremely important,4,I am neutral,I am neutral,I expect it,I dislike it,I expect it,I dislike it,I am neutral,I am neutral,I dislike it,I like it,I dislike it,I dislike it
ALL1-282,35000_to_49999,female,26,employed_full_time,high_school_or_equivalent,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,8,9 - Extremely important,I like it,I can tolerate it,I like it,I dislike it,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-283,100000_to_149999,female,28,self_employed,university_undergraduate_degree,5 - Important,6,5 - Important,5 - Important,6,7 - Very important,I can tolerate it,I am neutral,I can tolerate it,I am neutral,I expect it,I am neutral,I expect it,I expect it,I am neutral,I expect it,I can tolerate it,I am neutral
ALL1-284,35000_to_49999,female,36,homemaker,high_school_or_equivalent,4,6,7 - Very important,5 - Important,6,7 - Very important,I like it,I am neutral,I like it,I dislike it,I like it,I dislike it,I expect it,I can tolerate it,I dislike it,I like it,I expect it,I dislike it
ALL1-285,250000_or_more,male,26,employed_full_time,doctorate,5 - Important,9 - Extremely important,9 - Extremely important,7 - Very important,9 - Extremely important,6,I like it,I expect it,I like it,I dislike it,I like it,I like it,I dislike it,I dislike it,I dislike it,I dislike it,I dislike it,I dislike it
ALL1-286,less_than_15,male,22,temporarily-unemployed,some_high_school_or_less,4,6,5 - Important,6,9 - Extremely important,7 - Very important,I am neutral,I can tolerate it,I like it,I can tolerate it,I like it,I can tolerate it,I like it,I am neutral,I dislike it,I like it,I like it,I can tolerate it
ALL1-287,75000_to_99999,male,20,student_full_time,some_high_school_or_less,4,9 - Extremely important,7 - Very important,5 - Important,9 - Extremely important,5 - Important,I like it,I can tolerate it,I like it,I can tolerate it,I like it,I am neutral,I like it,I can tolerate it,I dislike it,I expect it,I like it,I can tolerate it
ALL1-289,50000_to_74999,female,29,employed_part_time,college_diploma,2,6,6,8,8,9 - Extremely important,I am neutral,I expect it,I expect it,I dislike it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I expect it,I expect it,I dislike it
ALL1-290,prefer_not_to_answer,female,19,student_full_time,high_school_or_equivalent,5 - Important,7 - Very important,6,7 - Very important,5 - Important,5 - Important,I expect it,I am neutral,I like it,I am neutral,I expect it,I can tolerate it,I expect it,I can tolerate it,I dislike it,I like it,I like it,I am neutral
ALL1-291,25000_to_34999,female,26,employed_full_time,university_undergraduate_degree,3 - Somewhat important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I am neutral,I am neutral,I expect it,I can tolerate it,I expect it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I can tolerate it
ALL1-292,15000_to_24999,male,46,employed_full_time,college_diploma,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,I can tolerate it,I like it,I like it,I dislike it,I like it,I dislike it,I dislike it,I am neutral,I dislike it,I like it,I like it,I like it
ALL1-293,15000_to_24999,female,24,employed_full_time,college_diploma,3 - Somewhat important,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,5 - Important,I like it,I expect it,I expect it,I am neutral,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I can tolerate it
ALL1-294,less_than_15,female,24,employed_part_time,high_school_or_equivalent,4,9 - Extremely important,9 - Extremely important,7 - Very important,9 - Extremely important,7 - Very important,I am neutral,I am neutral,I expect it,I can tolerate it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-295,prefer_not_to_answer,male,21,other,other,5 - Important,5 - Important,5 - Important,7 - Very important,7 - Very important,6,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral
ALL1-296,prefer_not_to_answer,female,31,temporarily-unemployed,high_school_or_equivalent,2,6,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I expect it,I like it,I expect it,I like it,I expect it,I like it,I expect it,I dislike it,I like it,I like it,I am neutral
ALL1-297,150000_to_249999,male,19,student_full_time,high_school_or_equivalent,3 - Somewhat important,7 - Very important,9 - Extremely important,8,9 - Extremely important,9 - Extremely important,I expect it,I am neutral,I like it,I can tolerate it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I expect it,I expect it,I can tolerate it
